,FSC-A,SSC-A,HLA-DR,CD3,CD45,CD14,CD56,CD19,CD11c,Population
0,-0.874439990926415,-0.08452058322486455,-0.6410922724331871,-1.311944290697287,-2.2572070971436147,-0.05769855982834114,3.0719136800512095,-1.1509904619407485,-0.12520172267767632,nk_cels
1,-0.7673424481773209,-0.43229895949909264,1.4251035043100742,-1.1652986862581673,-0.4810447975299629,-0.6843111504096123,-0.539130943806036,2.11046179075213,0.0034646059679945104,b_cells
2,0.5572138928343741,-0.12157810276072357,-1.094795611499926,0.3449900988921336,0.9045525776428702,-0.42208797961085853,0.31538019610345636,-0.6740526983792859,-0.7118050830854942,t_cells
3,-1.5008569507915046,-0.3856741215742647,-0.7145315929370678,0.025297750114576988,0.18370386192515636,0.27895636470486396,-0.12768261434138473,-0.22984975354629622,1.900340716347034,t_cells
4,-0.6790275069879165,-0.7626863850811408,1.57993374556676,-1.135201026822232,-1.2329894730285609,-0.6422422727548335,-0.28034842117037423,1.9038203204327933,-0.06696766901294791,b_cells
5,-0.9146018230060746,-0.12111454297678223,1.4553978635644116,-0.6824837484178364,-0.4666678035064315,0.17725283349247486,-1.093600482867738,1.6116978665496038,-0.3855170528993494,b_cells
6,-0.55198596452348,-0.5887209372015049,1.9321940446854857,-0.8901024760662422,-0.3858723029168016,-0.7234206009993613,-0.2398808108256138,1.993200110954982,0.03990163470034426,b_cells
7,-0.026424901630849637,-0.3381064748933792,1.3317999368765716,-1.207319011571239,-1.1563286708703633,-0.4961867421193006,0.07475103813787792,1.8601089590734543,-1.8726947822928948,b_cells
8,-0.437157068433327,-0.5851226261802724,1.0922122930518374,-2.2492793627814414,-1.0666752740591385,-0.5669648436525584,-0.3416051534591442,1.7107480832235946,-1.5738371681957581,b_cells
9,-0.4553462210352381,-0.4799193321402378,1.159750829088114,-1.416329624030681,0.17045100784266476,-0.9356142053833998,-0.6727193830259666,1.9480532687880199,0.5286661522358255,b_cells
10,-0.934025106033366,0.13869849893156952,-0.9802469301292986,0.5504729849709553,0.7723823892481793,-0.6351920592540049,1.5899612413853654,-0.5049381196042223,-0.6651359839956257,t_cells
